start	end	text
127320	130320	Like, I see thought it was green in my, the back of my card.
130320	131320	So.
131320	132320	Okay.
132320	133320	Got it.
138320	140320	Do you have any other claims, slip and fall?
140320	141320	Work call for anything?
141320	142320	No.
142320	143320	Okay.
143320	144320	Okay.
144320	145320	Okay.
145320	146320	Okay.
146320	147320	Okay.
147320	148320	Okay.
148320	149320	Okay.
149320	157320	We need to get your car towed out.
157320	160320	But we won't be able to because your dad's right?
160320	161320	Is it your dad's car?
161320	162320	It's mine, yeah.
162320	163320	You own the car.
163320	164320	Yeah.
164320	165320	Oh.
165320	167320	Is it insurance in your dad's name?
167320	170320	So your dad needs to call down there and get it towed.
170320	173320	You can either get it towed to a body shop of your choice.
173320	176320	We have one that we can recommend too.
176320	179320	Or you can get towed to your house and then you have to get towed to the body shop.
179320	183320	Because the tow yard, they charge you like, craving amounts a day.
183320	184320	Like, they have $500 a day.
184320	186320	So you want to get it towed out.
186320	187320	Okay.
187320	188320	Yeah.
188320	189320	Because you have a duty to mitigate.
189320	191320	So you have to duty to like, kind of reduce your costs.
191320	193320	Like, you can't just run up the cost of the party's paying for it.
193320	194320	Yeah.
194320	195320	So you have to like, take that car out.
195320	196320	Okay.
196320	197320	So get your dad.
197320	198320	It should be a problem there.
198320	199320	Yeah.
199320	200320	Yeah.
200320	201320	Yeah.
201320	202320	Yeah.
202320	203320	Yeah.
203320	205320	Cause your dad will have to, cause we don't represent your dad.
205320	206320	So.
206320	207320	Okay.
207320	209320	I mean, just get that out as soon as possible.
209320	210320	Okay.
210320	212320	How long are you going through this app course?
212320	214320	Like, three and a half months.
214320	215320	Yeah.
215320	216320	Yeah.
216320	217320	Yeah.
217320	218320	Yeah.
218320	219320	Yeah.
219320	221320	Cause your dad will have to, cause we don't represent your dad.
221320	222320	So.
222320	223320	Okay.
223320	225320	I mean, just get that out as soon as possible.
225320	226320	Okay.
227320	229320	Like, three and a half months.
229320	230320	So.
230320	231320	Okay.
231320	232320	We'll catch you someone.
232320	233320	Where are you going to be?
233320	234320	Um.
234320	235320	Salt Lake City.
235320	236320	Yeah.
240320	242320	I know it just happened right before.
242320	244320	About the leaves that kind of sucks.
244320	245320	Okay.
245320	246320	That's cool though.
246320	249320	I should send my brother to that, but he is cool.
249320	250320	Yeah.
251320	252320	Yeah.
252320	255320	I've been thinking about for a long time.
255320	256320	Fine.
256320	258320	There's a red to coder or coder.com.
258320	259320	Have you heard of it?
259320	260320	I heard of those said websites.
260320	261320	Yeah.
261320	262320	I think I did like a few of those.
262320	263320	Cause yeah.
263320	264320	I would have to do like a.
264320	265320	Like a.
265320	267320	Program for like personal injury.
267320	268320	Oh, yeah.
268320	269320	It'd be cool.
269320	271320	Maybe I've done that and I could help you make one.
271320	273320	I don't know if it would be an app.
273320	275320	It'd be like a program.
275320	277320	I don't know if they do that.
277320	278320	Like a website.
278320	279320	Like upload.
279320	280320	Like it.
280320	281320	They should just have checklists.
281320	282320	Like I need the first.
282320	283320	I need the police report.
283320	284320	You know, I need the help.
284320	285320	Oh, yeah.
285320	286320	So you said it to your client.
286320	287320	Yeah.
287320	288320	I think I know everything.
288320	292320	Coving is like once you know one kind of like.
292320	294320	Know the other a little bit.
294320	295320	But.
295320	296320	Yeah.
296320	297320	It shouldn't be too long.
297320	298320	Yeah.
308320	309320	Okay.
309320	310320	Okay.
310320	311320	So you will find you one.
311320	312320	Get in it.
312320	315320	That's probably the go on.
315320	316320	Okay.
316320	318320	So there's a few.
318320	319320	Okay.
319320	320320	Okay.
320320	321320	Um, sorry.
321320	322320	Act to my thing.
322320	324320	If you do get a repair estimate anywhere.
324320	325320	Is it a pretty bad accident?
325320	326320	Sounds like.
326320	327320	Yeah.
327320	328320	Okay.
328320	329320	Yeah.
329320	330320	So if you get a.
330320	331320	Do you think it'll be fixed?
331320	332320	Or.
332320	333320	The guy told me like.
333320	334320	80%.
334320	335320	You're going to probably not be able to fix it.
335320	336320	So just get it to your house then.
336320	337320	Okay.
337320	338320	Because you don't live in an age way community.
338320	339320	Okay.
339320	340320	Yeah.
340320	341320	That's why I asked.
341320	342320	Yeah.
342320	343320	Never.
343320	344320	Try not to do it, actually.
344320	345320	Okay.
345320	346320	Um, so call my insurance.
346320	350320	If I do have a 20 servers until it's in my house, right?
350320	351320	Right.
351320	355320	Um, they were going to send someone to do like an estimate.
355320	357320	Try to actually let them know.
357320	358320	Yeah.
358320	359320	Okay.
359320	360320	You should.
360320	361320	Let them know that it's at your house.
361320	362320	Yeah.
362320	363320	Okay.
363320	364320	Because this is what happens.
364320	367320	Um, let's say they look at your Kelly's blue book of your car.
367320	368320	Let's say it's 10 grand.
368320	369320	Okay.
369320	371320	Let's say you left it at the tow yard for two weeks.
371320	373320	And they'll charge you two weeks time.
373320	374320	Whatever it is.
374320	375320	$300 a day.
375320	376320	You know, $14.
376320	377320	Yeah.
377320	378320	3600.
378320	379320	Then they'll take that off your 10 grand.
379320	380320	So you don't want that.
380320	381320	They won't tell you.
381320	382320	They won't tell you.
382320	383320	Yeah.
383320	384320	They'll tell you.
384320	385320	They'll send you a letter saying, dude.
385320	386320	You have a.
386320	387320	Yeah.
387320	388320	Reduce your cost.
388320	389320	Mitigate.
389320	390320	Yeah.
390320	391320	Okay.
391320	392320	But if you do get a repair estimate, let me know.
392320	393320	Okay.
393320	394320	Okay.
394320	395320	I think they did not.
395320	396320	So I'll play.
396320	397320	Hopefully nothing.
397320	398320	And give me the estimate.
398320	399320	Okay.
399320	400320	Okay.
400320	401320	Next thing.
401320	403320	I gave you the text line.
403320	405320	You should save it under like attorney.
405320	407320	Are you coming back afterwards?
407320	408320	Yeah.
408320	409320	Yeah.
409320	410320	Yeah.
410320	412320	I'll be back for like a couple of months.
412320	413320	And then.
413320	414320	And then.
414320	415320	Do you know where you go?
415320	416320	Yeah.
416320	417320	Yeah.
417320	418320	I'll be back for like a couple of months.
418320	419320	And then.
419320	420320	Did you know where you go?
420320	421320	Yeah.
421320	422320	It's.
422320	423320	It's pretty.
423320	424320	Like big move.
424320	425320	Yeah.
425320	426320	So exciting.
426320	427320	Yeah.
427320	428320	Anyway.
428320	429320	So.
429320	430320	Yeah.
430320	431320	Save it as like a law officer.
431320	432320	Law officer.
432320	433320	Law firm.
433320	434320	Law firm.
434320	435320	Law firm.
435320	436320	I'm.
436320	437320	Just in case you need it.
437320	438320	Remember.
438320	439320	I'll save it.
439320	440320	Okay.
440320	441320	Yeah.
441320	442320	It's a text line.
442320	443320	So don't call it.
443320	444320	Because people will be answering.
444320	445320	Okay.
445320	446320	To remind people that.
446320	447320	I'm like.
447320	448320	Yeah.
448320	449320	Oh.
449320	450320	It's going to pick up.
450320	451320	Okay.
451320	452320	Yeah.
452320	453320	You can call the main line if you need to call.
453320	454320	And then.
454320	455320	Can you text me a picture of you?
455320	456320	So I can put it on the file too.
456320	457320	Okay.
457320	458320	And it's not like a real text.
458320	459320	Like it sends it.
459320	461320	This program is supposed to save us like.
461320	462320	Um.
462320	463320	Yeah.
463320	466320	And it's not like a real text.
466320	467320	Like it sends it.
467320	470320	This program is supposed to save us like.
470320	471320	Um.
471320	472320	From being distracted.
472320	473320	We easily get distracted.
473320	475320	So it sends us alerts like twice a day.
475320	476320	Like that people text it.
476320	477320	So like if you're like,
477320	478320	Hey, I need something.
478320	479320	I'm like standing outside.
479320	480320	Yeah.
480320	481320	I won't get it right away.
481320	482320	Okay.
482320	483320	It's not like I'm carrying around my phone.
483320	484320	Like we answer your text.
484320	485320	Okay.
485320	488320	So we want like lifetime clients who refer us.
488320	489320	Their friends and family.
489320	491320	So we want to teach you everything to do in an accident.
491320	492320	Because it ever happens again.
492320	493320	Yeah.
493320	494320	Sometimes this happens again.
494320	495320	Yeah.
495320	497320	Most of the time you don't want to talk to the insurance company.
497320	498320	They're not your friends.
498320	503320	So next time call us before you talk to them because we'll.
503320	505320	They're just not your friends.
505320	506320	Okay.
506320	507320	Okay.
507320	508320	What else?
508320	509320	Um.
509320	511320	You can speak to the gesture about the property damage.
511320	513320	It's just not about the accident or the injuries.
513320	515320	And that's why we don't want people to do that.
515320	516320	The insurance company.
516320	517320	You can talk to them about your car.
517320	518320	Like, hey, I need my car fix.
518320	519320	I need a rental.
519320	520320	Nothing about injuries.
520320	521320	Okay.
521320	522320	Yeah.
522320	523320	Because then they try and like get you on it later.
523320	525320	They'll be like, you just told me about your back.
525320	527320	You just told me about your neck or your headache.
527320	528320	You didn't tell me about your back or your leg.
528320	529320	Okay.
529320	530320	Well, it started hurting two days later.
530320	531320	Yeah.
531320	532320	You know what I mean?
532320	535320	So things happen though in two days or whatever.
535320	537320	You might start hurting some more.
537320	538320	Um.
538320	541320	And then they, like one of my clients yesterday, like I talked to them.
541320	542320	And then they told me it was my fault.
542320	543320	My own insurance company.
543320	545320	And I'm like, that's why you need us to talk to them.
545320	546320	Yeah.
546320	548320	Sometimes we get confused and they can't explain it.
548320	550320	Like when you tell me I like, like write it out.
550320	551320	Like sometimes people write it out.
551320	553320	And I'm like, I still understand what you just said.
553320	554320	I just rewrite it.
554320	555320	You know.
555320	556320	Um.
556320	558320	What else?
558320	563320	So property damage usually takes.
563320	566320	It may take two weeks to 30 days.
566320	567320	Okay.
567320	569320	Unless she really comes out and says that she did it.
569320	570320	Mm-hmm.
570320	572320	You know, maybe in this case, you will.
572320	573320	Because there's a lot of witness, too.
573320	574320	There's a lot of witnesses.
574320	575320	Right.
575320	578320	I think that a driver, like she knew it was her fault.
578320	579320	I've seen it crazy, though.
579320	581320	I've seen like two police reports where it's like totally their fault.
581320	583320	And they're like, no, it's not my fault.
583320	584320	Oh.
584320	585320	It's not my fault.
585320	586320	It's not my fault.
586320	587320	And they're like, my client's like, when do I get a car?
587320	590320	I'm like, do you have insurance on your, you know, on your insurance?
590320	595320	Because people like don't get rental insurance on their cars and all the other stuff.
595320	597320	And then they're like, how can I get my car fixed?
597320	602320	I'm like, just because someone hits you, doesn't mean they automatically fix your car or give you money for your car.
602320	603320	Okay.
603320	604320	Because nobody's going to do that.
604320	606320	I'm like, until they know it's for sure they're fault.
606320	607320	I was going to give you 10 grand.
607320	608320	Yeah.
608320	609320	You know.
609320	612320	So you're going to, like, do you contact their insurance then?
612320	614320	We're going to contact their insurance company, yes.
614320	618320	And then if she admits it's her fault, then it might be faster, right?
618320	619320	It might be faster.
619320	621320	If you need something like fast, because whatever.
621320	622320	Yeah.
622320	623320	Then you want to do.
623320	626320	We want to claim on your insurance, which we would help you with.
626320	628320	Because when we don't want you talking to the insurance company.
628320	629320	Okay.
629320	630320	Okay.
630320	631320	Um.
631320	634320	Well, you know, the case had a lawyer's fine, right?
634320	637320	Like they gave me like a case had a lawyer something.
637320	641320	You can talk about the property damage.
641320	642320	Okay.
642320	644320	That's I think she's the one I'm scheduling.
644320	645320	Yeah.
645320	646320	My red zone.
646320	647320	Yeah.
647320	648320	But don't talk to them about the injuries or accidents.
648320	650320	You probably did already because they probably call it.
650320	651320	Yeah, they call it right away.
651320	652320	Yeah.
652320	654320	But if they ask you anything else, you know what hired an attorney.
654320	655320	Can you talk to her about it?
655320	656320	Okay.
656320	657320	Got it.
657320	658320	Cool.
658320	659320	Um, but just saying.
659320	660320	I've seen it where they're like.
661320	665320	15 people can say that they saw it, but they're not paying the freaking car until they get that.
665320	666320	Yeah.
666320	667320	Because they don't want to be out of the 10 grand.
667320	668320	Yeah.
668320	669320	Okay.
669320	670320	Um, same thing with the rental car.
670320	673320	You're not going to get one until they say they did it.
673320	677320	So, but if you have it on your car, then we will help you get that rental.
677320	679320	Again, we don't want you talking to me in terms of companies.
679320	680320	Yeah.
680320	684320	And my like, is it possible to get a rental before Tuesday or now?
684320	687320	Possibly if you have that rental car coverage on your car.
687320	688320	Okay.
688320	689320	Yeah.
689320	690320	I could just use mine shirts.
690320	691320	Yes.
691320	692320	Basically that will help you with that.
692320	693320	Yeah.
693320	694320	We'll help you with that.
694320	695320	But we're getting like a reimbursement.
695320	696320	Right.
696320	697320	Exactly.
697320	698320	Right.
698320	699320	Exactly.
699320	702320	And if you can't, if we can't do it fast enough, then what you would do is get a rental and then give us the receipt.
702320	703320	Okay.
703320	704320	Yeah.
704320	706320	But you'd have to find a rental where you could drop it off and.
706320	707320	So like, yeah.
707320	709320	It'd be a pain in the ass to have to drive it back.
709320	710320	Yeah.
710320	712320	I'm sure they tried your extra fee for that too.
712320	713320	Maybe I check.
713320	716320	Maybe what you could do is rent it and sell it like.
716320	717320	Yeah.
717320	719320	But then I play and take it kind of like.
719320	722320	No, but if you rent it in Salt Lake, can you return a Salt Lake?
722320	723320	Makes sense.
723320	724320	Yeah.
724320	725320	You probably could.
725320	726320	Because I was just going to drop my dad's car.
726320	727320	But I didn't want to.
727320	731320	I was thinking like maybe get it here and then just give it back to the one I get there.
731320	732320	Or just.
732320	734320	You can rent it in Salt Lake.
734320	735320	You know what I mean?
735320	736320	That's true.
736320	737320	Yeah.
737320	738320	Yeah.
738320	739320	Okay.
739320	740320	Anyway.
740320	745320	So our job is to get you the, you know, most money in the first amount of time.
745320	748320	Which is to make your case look better.
748320	752320	You know, so we have to show that we're injury attorneys who look to show the injuries.
752320	757320	The defendants, you know, like, hey, my client was just minding his own business and then he gets hit and then he gets injured.
757320	758320	Yeah.
758320	759320	Their job is to make you look bad.
759320	762320	Look, your car's fairly damaged not in this case, but.
762320	763320	Yeah.
763320	764320	You aren't hurt.
764320	765320	You aren't treating.
765320	767320	That's how we can show you're not hurt.
767320	769320	You know, that's what the defendants are going to do.
769320	773320	So that's why it's important for you to treat regularly with the chiropractor and your doctor.
773320	774320	Yeah.
774320	775320	Robert, does anybody want to terrify Tommy?
775320	776320	Yeah.
776320	777320	Oops.
777320	778320	Yes.
778320	781320	And there's an information between Davis and his testimony and how the synthetic protein iscrafted so that's what we're going to do.
781320	782320	Exactly.
782320	783320	Total speculation.
783320	784320	Well if the Unterschied between the members now doesn't mean they want to apply, either.
784320	786320	So what happens if you hav to say that then you already have enough of your testimonies in freeze.
786320	794320	So you are going to tell them if you get them on遊戲 it's going to make them more difficult for you because you feel like they tell you to do better than they're being hurt.
794320	795320	You are probably the only place that we can destroy to defeat the victim.
795320	796320	You know what I mean?
796320	797320	Of course now if you trust them.
797320	798320	Yeah.
798320	801240	And lastly, if you trust them, then they'll let you help yourself cause you might't plan a workflow or you can wait
801240	804760	Okay, not so I should just go to like urgent care.
804760	808920	Yeah, there's like one down the street and I news my insurance do have to let them know about
809560	814840	Like that to give them your contact or you know, just give them the insurance and then when you get into with a doctor
814840	816840	Then you would say hey, it was a motor vehicle accident
817400	824840	Whatever. Yeah, I'm just gonna give those receipts to you. Yes. Okay. Okay. So you're gonna get receipts in the mail when you get that and then give it to us
825240	827240	They'll tell them about us at all
827240	833560	Okay, but um, but you should say that you got an accident. So they put it in the records. Okay. Okay, uh
834440	836920	Yeah, don't miss any appointments. So I know you're going to school
836920	842680	So if you need to schedule something like after I don't know if school's nine to five or what? Yeah, it's not a five. Yeah
843640	845640	I find you a doctor. It's
846920	853800	It's all like yeah. Okay, so like they close pretty early nine to five. I know that's why I don't go anywhere else
854200	856600	I guess has everything open late. It's true
857800	859800	One day through Friday
863320	865000	So
865000	870840	Yeah, if you have any significant gaps then they're gonna say that you're not injured because that's their job to make you look bad
871000	874760	Like you can't be injured because you took off a week and they took off two weeks and got it
875240	876360	regularly
876360	882840	Okay, put your doctor about any pain that you're having even if you have to write it down your very first time or second time
883560	889160	Because if you don't mention it till the third time, they'll say it doesn't count. Okay, so I mentioned it right
889240	894440	Yeah, just like when I see my IT guy, I'm like hey, this computer. It's acting funny pop-ups happen
894440	897400	I have viruses and my PDF doesn't work and it doesn't print
897960	901960	Because I have to remember when he comes in I'm like I just want to get him in like at the one time
901960	905240	So I get paid that charge up forever. Yeah, if that becomes that that's charging
905240	910600	Right, so you got to tell your doctor the same thing, you know everything that hurts from so think about
913000	918680	If if they send me a bill, do I pay for it for you? No, you don't have to. Okay, just leave everything as it isn't given to you
918920	920760	Right, okay, so when
921720	925480	Okay, so we're gonna find a doctor that treats on a lean. It's called a lean
926520	929000	Because I don't know kind of insurance. Do you have health insurance?
931400	935320	The health point of Nevada. Yeah, it doesn't work in Utah
935400	939160	So we're gonna get you some doctors that treat on a lean, which is an IOU
939560	942280	Okay, hey, we all get paid at the end of the day. Yeah
943240	946200	So but this one I don't work with the hospital
946200	951240	So you'll have to go to the quick care and get that one and get the receipt and pay your co-pay
952680	956440	So make sure you tell the doctor about everything that hurts the first day or whatever
957480	959320	Pain scores and gaps in treatment
960200	965240	So you don't want your pain scores to vary from like I feel like a seven. I feel like a one
965480	971080	Sometimes they won't pay for anything after one. Yeah, okay, and then we talked about the gaps in treatment with your bad
971880	973960	So your settlement is based on your medical bills
975160	979720	So it's based on three things. What's in your medical bills? What's in your medical records and reasonableness? So
982040	984040	For example
985800	988280	This is what a medical bill looks like
989960	998280	It's got codes on it. You see that so this may be a code for like ice pack or whatever or an injection or an MRI or something
998520	1000840	And then they'll say the how how much it is right
1001240	1005880	So that doesn't give you much information, right? Yeah, so what a record has is like hey
1006280	1008040	I treated him with a nice pack
1008040	1014600	He was complaining about his headaches and his neck hurting this back hurting and then I didn't MRI and it's got pumps all over or whatever
1014760	1019240	So I need that right um, it's not that you need that what I'm saying is that
1019720	1023960	Because some people don't understand right that it's based on what is on here
1024680	1028520	So it's based on like the mounts and everything and it's based on what you said to the doctor
1028840	1032920	Okay, okay, so if you don't say anything to the doctor if you come in every day and say my finger hurts
1033240	1035240	Yeah, finger hurts finger hurts
1035480	1040360	They're not going to pay you very much for your finger your tip of your finger hurting because you got to splinter from the dashboard or whatever
1040360	1043240	Right, they're not going to it's going to based on what you say to the doctor
1044040	1047560	And the pain scores and whatever that kind of thing
1049240	1050920	Um
1050920	1054600	Yeah, so and reasonableness so it's not very reasonable
1055560	1060200	If you went to the doctor every day complaining about that finger and you've got a million dollars in bills
1060520	1064760	I'm not paying for your finger being in pain. It's not reasonable any reasonable person would have stopped
1065880	1066920	You know
1066920	1072680	So but they'll pay for things that are reasonable like the headaches and your neck pains and your back pains and whatever pains
1073320	1074840	Okay
1074840	1076120	Um
1076120	1081480	Yeah, if you do get the bills from the urgent care that would bring them to me. Okay, or email them to me
1082200	1084200	Uh
1084200	1086200	Just those take forever to get
1088920	1093880	And you want to get into paying that because I don't want you to get that credit because you have a $15 copay or something
1093880	1099640	Yeah, so this pay oh yeah pay that one but use your insurance so they give you a bill for like 15 bucks or something. Yeah, okay
1100920	1102920	Um, again, it takes like
1104040	1111320	15 days to get the police report at quick quickly quick guest to the 15 days and they're not going to say that they didn't tell
1111320	1113320	They get that police report
1114760	1119560	Okay, so we're going to be doing things behind the scenes. So we're going to be getting like the police report
1119560	1122120	We're going to be trying to help you with your property damage
1122680	1128120	We're going to be researching the policy limits because they don't have to tell us so that lady that hit you
1138120	1140120	Latest she has key insurance
1141400	1143400	Ah, that's not good
1143400	1148600	Okay, so I really need to see what your insurance is really bad. So key insurance is like the cheapest insurance
1148920	1150920	They have like tears
1150920	1155960	They have tears of insurance so like, you know, all states like middle tier of like my insurance is like top tier
1156760	1159320	Kind of like colleges. You want to go to Harvard? Yeah, you know what I mean?
1159880	1161880	So hers is really crap insurance
1163320	1168600	Hers is really crap insurance. So you want to see what your insurance is because mine I pay for things like this
1169000	1171000	So do you ever play backpack?
1171000	1176120	Yeah, I just do a lot of it. Okay, so you know how I say do you want insurance? Yeah, okay, right?
1176120	1181720	Never buy it, huh? You never buy it right? No, I'm just saying sometimes you do in this case, you know
1182360	1185160	I bought insurance for people that don't have enough insurance
1185720	1188680	So I'm sure people and under-insured people so people that
1189320	1193800	Driving without insurance driving without not enough insurance because what if I'm in the hospital for
1194760	1201640	A day at like 10,000. Yeah, you know, so she has crap insurance. So I hope your dad bought good insurance if not you should tell him
1202840	1204840	I just know the code is like 500
1205400	1208680	No, it's not that it's like mine is like 502
1209160	1211160	Mine is like
1217960	1219960	Like that we're watching your treatment
1220200	1223560	So we're like calling the doctors. Hey, did you follow the boat or is he treating?
1224200	1228360	You know, we're proving treatment if they tell us like hey can he get this we're proving it
1229160	1231160	um
1231160	1232760	And things like that
1232760	1239000	So because people call us and they're like are you done yet? I'm like are you done yet? Yeah, because I can't give you half of the stuff
1239320	1242520	Yeah, you know, I mean, I can't give insurance company key like here's one page
1242760	1248280	I'll give you another page next month. Yeah, they won't kind of like when it's 80 to 100 percent done is when we submit it
1248440	1253560	So like basically all the treatments and then the car estimate and everything right
1253800	1258760	I think you just think they're on ones right some like yeah, so this is what a demand letter looks like, you know
1259800	1265320	Here's someone's all their medical bills and records. So then I would put you know, remember how we've had the medical bills
1265640	1269000	Yeah, no big metal records, and then they're like fat like that. They're like that fat
1269640	1274680	huge, you know, and then we submit it because for two reasons
1275320	1280360	Um, nobody wants to see half of everything because I would forget what I see last if you told me like here
1280360	1284280	Here's that I'm like okay. Let me reference it again. I forgot what I saw yesterday. Yeah, you know
1284360	1290760	They just don't want to do that and the other reason is because we don't want a negative anchor a negative anchor is a low offer
1290920	1295160	So let's say they only see part of it. They only see five grand of it. So they're like oh, I'll just offer a five grand
1295800	1302520	And then you give him some more stuff and then he's like well, I can't eat my words. Yeah, now I look like crap if I say that
1302680	1308360	So it's better not because then he'll be like well, I'll go up a little bit like six grand because they've already started at something
1308360	1313000	And they don't want to seem like they're lying or going back on their words. So that's what the negative anchor is
1313000	1317720	So we'd rather show them like everything and like dude here it is give us everything. Yeah, you know
1318760	1322840	So the people like well, did you get anything done yet? Dude, I have been doing things. It's just
1323640	1326600	Yeah, I can't show them half of your crap and it's not in your best interest
1327640	1331160	Um, if you want to come see us, which you probably won't because you're not going to be here
1331560	1334760	You can call us tech sister email us because we have people that just drop in and like
1335480	1337240	I'm made yeah
1338200	1341000	Uh, the number here the number that you just text all those pictures to
1341720	1347400	I think I can call it you can call the number that's the main number. Yes, there's a main number
1347800	1351000	Okay, so there's a main number on here and you can definitely call that number
1352600	1354600	I will give it to you again
1355080	1357080	Okay
1363080	1365080	There's a letter
1365080	1369560	You want to read it? It's got to come one more time before at least just to make sure I got everything
1370280	1372280	This is it. Oh, I know
1373160	1375160	I will give it to you
1376040	1378040	As soon as I figure out where I put it
1379240	1384200	Do you know like you say it's around like two weeks fastest
1384360	1386200	I could take up to a month or even
1387240	1389240	With key yeah
1389400	1395320	He is crap insurance. So they will they don't care they if you google their ratings
1395320	1401880	They don't give a shit if you want to complain to the freaking they should be just if there was disfarring of insurance companies
1401880	1403880	They should be disbarged
1404120	1410120	Like I've written a nasty letter like my freaking client gave you his title like five months ago and they'll be like
1410600	1412600	All right
1412600	1416360	I've got like hundred people yelling at me every day, you know, they're like I don't give a crap
1416840	1419080	So yeah, he's I would open it under yours
1419960	1422840	Well, the reimbursement will be one year, but
1423320	1430120	Because when I first off to my I'll say they tell me like the car either is gonna get fixed or replace with my insurance first
1430120	1433080	Right, and then they go after them. Yeah, yes, exactly
1433080	1434600	Separation yes, what's
1435240	1439480	What if they can't get them like like what's the percentage of them not being able to get them in it?
1439480	1441480	That's the case I think
1441480	1447320	Okay, okay, just make sure yeah, yeah, just because if it was like a clear if it was like hey
1447320	1450680	He said she said it's a red light. It's green light. Yeah, you know that kind of thing
1450920	1452920	But since there's like five witnesses or whatever
1452920	1459080	So I don't I just think it's this time to deal with key because key sucks, but other than I think they're rich money. Okay cool
1459320	1461320	Okay, so
1461800	1466280	So I'll just send you all the bills. I'll send you the insurance policy
1466600	1469000	The page I could go picture of okay, cool
1469800	1473160	Yep, I'm gonna give you a moment, right the estimate and declaration
1473880	1474840	boop
1474840	1480280	Any medical bills that come in the mail or that little urgent care bill. Yeah, and don't pay for you. I just have my insurance
1480920	1482920	Have your insurance that then pay the copay
1482920	1489320	But also but let them know that it's for an injured like for an accident, right? Let the doctor know so it's in the records, right
1490200	1492200	patient care copay
1493320	1494520	Pay it
1494520	1498280	Just get insurance to pay the top part and then get the copay you pay the copay. Okay
1499000	1501000	Um, we work as a team
1501000	1506440	So we may work on your file because people will be like hey, I never you know get to talk to Sandy or whatever or whatever
1506920	1508920	The usually talk to the
1509480	1511720	Persons handling the case or their assistant
1512200	1516200	And then I jump in when there's something so the manager that was on the paper right
1516440	1519720	And your parents have you changed manager or so, okay, cool
1520520	1522520	Other than that
1522600	1530280	Do you have gap insurance or do you owe it? What was that? Oh, it's right there. I'm gonna give it to him. Okay, so do you have a gap insurance or is it car?
1531800	1536200	It's almost paid off. Not yet. Yeah, they're still so I guess gap. Yeah
1541960	1545400	Yeah, I'm doing like payments on it like every month
1545960	1549240	Okay, just need your signature here that you're not a medicare or something because you're not like 60
1552120	1557880	Is it an effect anything that is not paid off the car or okay, no, it's just people that don't have the
1559800	1565320	So you want one of those figure out who your lean holder is because they'll probably need to know that when they do lean holder
1565480	1568200	So whoever's like toyota finance or whatever, you know
1568200	1576040	Okay, other than that, let's see
1579640	1585000	Okay, and then I'll if I listen to being just like giving a corner text and I'll try to get it
1585640	1587640	I'll try to give you like most of everything
1588760	1592680	Okay, no, I think you got everything. It's just a gift page in the estimate if you get one
1593320	1595320	Um, and your health insurance
1599160	1601640	I thought the page was Daniel's insurance
1602680	1608440	The debt glitch. No. Oh, that's car insurance. I'm like your blue cross your health plan of Nevada. Yeah
