start	end	text
629420	634380	No, okay now how would you get to the hospital? Were you transported or you drive yourself for that?
635180	637180	Which hospital
639580	641580	You
644460	646460	You've actually taken there or something
654860	656860	Okay
660700	664460	Okay, um, did you treat anywhere else or just the hospital? What's it?
665660	668220	Okay, I do want to go like I'll go back
669500	671500	You get like
674140	677980	Nine zero three two way where is that that's normal
681420	683420	Okay
683500	685500	Right there
685660	687660	Over there. Yeah, right there where your fingers
696940	698940	We
700460	702460	Daniel Jan
702700	704860	eight nine zero three two four five two eight
705660	707660	Okay, got it
715660	721180	Oh, get them on us. I work at a UPS and Jimmy John. Oh, that's right. We have two jobs
723100	725500	Okay, it's got the UPS season
726940	728940	It's almost ending
729580	731580	Jimmy John those are working out something
734060	737180	Jimmy John's no, it's firehouse soaps that I love
743260	745260	Yeah, I really could try this it
745260	749980	There's no more I don't guarantee there's no one out there. I can make sounds in the front of them
751180	753180	under a mini
759660	761660	Okay
772700	774700	What are your current injuries
775420	779980	Um, just like a back it's a back strain like all of it just feels um
784860	788380	Okay, so you have to be very specific and you go see the doctor
788860	792060	Because they actually count each section of your back
793100	797580	You know what I mean? So when you when they're deciding on a settlement offer
798060	802700	They actually look at the codes for each thing. So upper back maybe code number one two three four
803260	808060	Lower back maybe seven seven seven seven seven little back maybe code number six six six six
808700	811900	Okay, so lower back lower back. Okay
815900	817900	And where just like lower back
818540	822620	Maybe lower mid mid back. Okay, so make sure you tell them lower and mid back
823340	829580	Anything with your neck or no, not yet. Okay, or if it does come any headaches or anything. No, okay
830700	832700	Have you ever had any prior injuries?
833260	838380	Um, I was going to the doctor because I had a back pain. I still had back pain
839420	841820	Okay, did they ever have an MRI? They had a
842860	845580	I have x-rays, but I don't know my results
846540	850700	And do you know why you're having this back pain? Do you just sleep funny or something?
850940	854300	No, I've been having it for for years like it's just
855180	858780	Like it's always like something that goes up to physical doubt
860140	863580	You see a like I'm comforted. Um, do you see a
864140	869660	Family doctor or yes, it was a family thought you'd buy my house. I'm still waiting on my results
872780	874780	Okay
875580	877580	Okay
885020	887260	And what were you driving? It was a
888300	892860	Nissan Quest ban in 2006 and they're sending you the info
894220	896220	Yeah, you can't log in and get it though
899340	901340	To to all state yeah
902140	904140	Um, I don't know my dad
907020	909020	Okay, of course
909340	911340	And what kind of car hit you? It was
915980	917980	2000 red Honda Civic
921500	923500	Got it. Okay
925020	927020	Okay
927500	929500	I
930460	933660	Know you have the two jobs, but it's just very important that you treat
934860	937660	Because that's just determinant of your settlement
938940	940940	Okay, so
941740	945580	If you go one time to the doctor then they'll give you a very low settlement
946380	949900	You know what I mean if you go multiple times then they give you a higher settlement
949900	952540	But if you miss appointments because I know you have two jobs and everything
953340	955580	Then they're not going to give you very much of a settlement at all
956060	958860	Right as long as I mean as long as it's before 12
959660	961660	Okay, good. Okay, I still feel like
962300	964540	Come back needs, you know, it's good
965340	967340	Okay
976220	978220	Okay
978300	980300	No
984060	987580	So traveling on Bonneville crossing Las Vegas Boulevard so
988860	990860	Bonneville going east or west
991580	993580	Um, where are you coming towards?
994060	996060	It's East
996060	1000300	So this is uh, this is Bonneville, Las Vegas Boulevard is going this way
1001500	1003500	So you're going towards like sunrise matter
1004140	1006140	I was going towards like um
1006460	1009420	Oh the east canary going towards like that direction
1011500	1013500	Yeah, okay
1013820	1016060	First of all, yeah, we're the sun, so we're the sun, right?
1016700	1018700	Yeah
1021100	1022300	So you spun?
1022300	1024380	Yes, but I don't know if I spun out once
1025340	1027340	like or just
1029180	1030700	Like this
1030700	1032700	Here I just spun out like this
1032700	1034700	Okay, hold on
1034780	1036780	You're the green car
1046620	1049420	So you stayed still on Bonneville?
1049420	1051340	Yeah, I just don't know the car and nobody was
1051900	1056380	I got out of the car, but once they started yelling at me, I just like I just had to back through my car
1058860	1060860	I was very uncomfortable
1061820	1063820	Okay
1065500	1067980	So uh, first of all
1069740	1071740	Let's see
1074540	1078460	How can I read this? What is it? BMX Lewis?
1078460	1082860	Yeah, BMX Lewis, that Nieto, Agino, Dotho
1083500	1085500	You
1091580	1093580	You ever have any other prior accidents?
1094940	1096940	No
1102780	1104780	Never ever
1105740	1107740	I
1110940	1113900	I was a passenger, but like not me driving or anything like that
1113900	1115420	Oh, what was that happen?
1115420	1117420	That counts too
1122380	1124540	I think you was like 2014
1127020	1128940	I was with my girlfriend's dad
1129580	1134060	We're on the freeway and he didn't pay attention and he hit a car
1135180	1137420	This old front end was just mashed in
1137420	1138620	Oh, that's it
1139260	1139740	Okay
1139740	1142060	That's like the only accident in the middle of the car
1143980	1145180	Got it
1146460	1147660	I see
1148620	1150620	Any car criminal history
1164940	1168140	I see that
1176140	1178140	Where's the car now?
1178140	1180140	All right, I have it parked on my girlfriend's house
1181580	1183580	Okay
1185580	1187580	Do you know that?
1187580	1193660	It's uh, 2021, 14, Berkeley, Abbey
1193660	1195660	So 2114? Yeah
1224460	1226460	I
1235740	1237740	Come on in
1242460	1244460	I
1245980	1249180	Okay, but you can still put in a text line, right or no
1250380	1252220	Yeah, is it the so-and-so killer mark?
1253660	1255660	Yeah
1257900	1259900	Okay, thank you
1262940	1264940	Yeah, you guys can always turn it on
1283660	1285660	I
1287660	1289660	Don't
1313660	1319720	You're going to stand by.
1319720	1324860	I would from one side,
1324860	1327220	It's going to be like this,
1327220	1350840	there
1350840	1356840	for
1356840	1359840	that you're going to see more in this video, right?
1359840	1364840	Because in this video, you're going to see how it works.
1364840	1368840	Now, I don't think that if we're going to start something,
1368840	1370840	I don't know if it's a pain,
1370840	1374840	if you're going to be a doctor,
1374840	1376840	and you're doing it now,
1376840	1379840	I have a 7, a 1, 8, a 1,
1379840	1381840	and you're doing it again in 2, 3, 10,
1381840	1385840	and you're just going to have a pain,
1385840	1388340	you just have to carry them down a little.
1388840	1391340	Because the Walk hurts too much,
1391340	1395840	especially if you're going to be in sleep,
1395840	1398840	andWORK your breath,
1398840	1401840	you have to grab the hangover for them to get tight.
1403840	1404840	As far as time goes,
1404840	1407840	you're going to lose your mind but we're not.
1407840	1409840	It's going to dope the EM Ride away.
1409840	1411840	You realize you're going to have to love this breathing.
1411840	1413840	Because if you're doing this,
1413840	1425840	So it's better now when you try to do this, and that you're on the line right, and you see exactly what you're doing,
1425840	1430840	but what you have to do so that you don't get used to it.
1430840	1433840	Because the sections are a bit...
1433840	1442840	...they won't learn anything, they ain't no scribes or anything, they don't get used to it anymore except to hold or grab the wood tight.
1442840	1444840	It's all wider.
1446840	1448840	Maybe he created...
1448840	1451840	Maybe taught you how to live with people in the past.
1451840	1454840	Yes, just given that theory.
1454840	1459840	Because we're trying to add up the modules that are working,
1459840	1469600	They will help us by much use of our windows.
1469600	1476320	This one because now we already wanted to move.
1476320	1486600	Your house is expensive, because when you rent it, you get bit by bit.
1486600	1487600	What income?
1487600	1497780	you
1497780	1499440	enough
1499440	1503520	you
1503520	1504560	no
1504560	1507540	you
1507540	1517540	So you realize that what I do, I take care of them is that they are going to therapy to start this week
1517540	1521540	and the doctor, so that everything is discussed.
1521540	1528540	I will talk about that week, and what is going to happen again, one, two, two,
1528540	1538540	go on your journey and go back to San Luis, we have the right hand with the whole body.
1538540	1546540	Yes, we are going to give it to you, we are going to give it to you.
1548540	1550540	Okay.
1551540	1553540	Okay, let's see.
1556540	1559540	Do you want to treat near your house or near...
1559540	1561540	I'm going to go like near your house then.
1561540	1562540	Yeah, I can go.
1562540	1563540	Okay.
1563540	1564540	That's good.
1564540	1566540	And I'm going to take it.
1566540	1567540	Yeah.
1567540	1570540	So you're not going to give it to person, so that's what I'm going to do.
1570540	1571540	Okay.
1571540	1574540	No, I can't believe it.
1574540	1578540	I realize that there is no way for the services to be recovered.
1578540	1580540	That's the way I do it.
1580540	1588540	The way I do it is that if you don't recover anything from the safety of this type of person,
1588540	1591540	there is no way for the services to be recovered.
1591540	1596540	Neither the doctor nor the doctor.
1596540	1598540	That's the way I do it.
1598540	1600540	That's the way I do it.
1600540	1608540	Are you off today or are you working?
1608540	1610540	Yeah, I'm working today.
1610540	1611540	Okay.
1611540	1612540	About 12.
1612540	1613540	12?
1613540	1614540	Okay.
1614540	1620540	We could give him an appointment set up for tomorrow, I guess.
1620540	1622540	Say tomorrow.
1622540	1625540	Yeah, tomorrow.
1625540	1645540	There is going to be like one doctor that you need to go see, but you only need to see him once a month.
1645540	1647540	Yeah, I told him.
1647540	1648540	Okay.
1648540	1649540	Yeah.
1649540	1664540	He has a family trip on Kondras, the night to the 15th, so I was trying to see if we could get him in before that.
1680540	1685540	So the car effect will be like 10 times a month, right?
1685540	1691540	I'd say it's normally three times a month a week and then it goes down to two times and then one time.
1691540	1692540	Okay.
1700540	1703540	Do you think we have the case or the case?
1703540	1706540	It all depends.
1706540	1726540	So let me give you one second, I'm trying to make your appointments.
1726540	1727540	Okay.
1727540	1740540	So first of all, I wanted to make sure that you get us a vehicle estimate because we want the estimate to be as high as possible.
1740540	1742540	That shouldn't have an issue, right?
1742540	1744540	As high as possible.
1744540	1746540	But I don't think the first time.
1746540	1747540	Okay.
1747540	1748540	Cool.
1748540	1749540	No worries in.
1749540	1752540	But if you do get an estimate from all state or anywhere, just give us a copy of it.
1752540	1753540	Okay.
1753540	1756540	You're going to get it on here, so don't worry about it.
1756540	1758540	You'll get this.
1758540	1760540	So let's see.
1760540	1762540	Vehicle.
1762540	1764540	Any medical bills.
1764540	1765540	Accident.
1765540	1766540	Vehicle estimate.
1766540	1767540	Okay.
1767540	1770540	We got all of this is your homework right here.
1770540	1771540	You're going to get a copy of it.
1771540	1772540	Yep.
1772540	1779540	You're going to get a copy of it.
1779540	1786540	Okay.
1786540	1791540	Can you text messages of the pictures?
1791540	1793540	Two pictures?
1793540	1794540	Yeah.
1794540	1795540	Yeah.
1795540	1796540	522.
1796540	1797540	This is going to give you a number.
1797540	1798540	702.
1798540	1799540	522.
1799540	1800540	05.
1800540	1802540	That's 7.
1802540	1804540	522.
1804540	1806540	522.
1806540	1807540	05.
1807540	1808540	7.
1808540	1809540	7.
1809540	1810540	4.
1810540	1811540	So.
1834540	1845540	Okay.
1845540	1846540	No.
1846540	1848540	She's actually are sent the version of what happened.
1848540	1854540	Or that's the thing that the person was working on the phone...
1854540	1858540	that was a claims of emergency.
1858540	1859540	You can see.
1859540	1862540	Best interview.
1862540	1864540	So
1892540	1896540	Yep, we're texting you.
1896540	1899540	Uh-huh.
1899540	1923540	Yeah, can we put it on our file?
1923540	1930540	Uh-huh.
1930540	1937540	Okay.
1961540	1974540	You can save that text line as our phone number like attorney or whatever law firm so that you can contact us.
1974540	1987540	Okay.
1987540	2007540	So it's a text line only if you call nobody will pick up.
2007540	2011540	Okay, because people were like, I keep calling and I'm like, what number did you call?
2011540	2012540	Right.
2012540	2014540	So you can call the main line when you need to call us.
2014540	2017540	I'll just take a business card.
2017540	2021540	Okay.
2021540	2025540	I'll call a door.
2025540	2027540	You can speak to the gesture about the property damage.
2027540	2029540	Just don't talk to them about the accident or your injuries.
2029540	2036540	So if they say, hey, we want to come out and inspect your vehicle or we want to go and give you money for the vehicle or give your rental.
2036540	2037540	That's totally fine.
2037540	2040540	Yes, the car.
2040540	2045540	If they ask you about injuries or how the accident occurred, here's my attorney's number.
2045540	2046540	Okay.
2046540	2068540	So we're just about the injuries and are they asking about what else?
2068540	2070540	Like just the injury, right?
2070540	2071540	Yeah.
2071540	2073540	Just don't, nothing about the injuries.
2073540	2074540	Only about your car.
2074540	2075540	Not even about the accident.
2075540	2078540	If they say, hey, we're going left or right.
2078540	2085540	Well, don't even talk to them about the accident.
2109540	2110540	Okay.
2115540	2118540	Okay.
2118540	2129540	So with the vehicle, yes.
2129540	2130540	Yes.
2130540	2136540	In the morning before 11 as he works.
2136540	2139540	Perfect.
2139540	2151540	Can you go in tomorrow at 10.30 to the doctor?
2152540	2156540	As long as I'm not before 12.
2156540	2159540	You need to, like, 11.30, 11.30?
2159540	2161540	Yeah, my 11.30.
2161540	2163540	Yeah, my 11.30.
2163540	2164540	Oh, yeah.
2164540	2166540	What time do you start work?
2166540	2168540	I start at 12.
2168540	2169540	Yeah.
2169540	2170540	Okay.
2170540	2172540	So you might want to get dressed up for work, then.
2172540	2173540	Yeah.
2173540	2174540	Okay.
2174540	2175540	I just have to wear a vest.
2175540	2176540	Okay.
2176540	2181540	So people seem to think that, hey, someone hit my car.
2181540	2183540	They should get my car fixed.
2183540	2184540	It doesn't always happen that way.
2184540	2186540	So they're not going to go fixing your car.
2186540	2189540	They're not going to pay for your car if they don't know that they did it.
2189540	2191540	And who knows what happened on the police report.
2191540	2193540	And they still may not sometimes.
2193540	2194540	I have one client.
2194540	2195540	They were fighting until the end.
2195540	2197540	Five months to get their car fixed.
2197540	2202540	So we can always open a claim under your dad's insurance trying to get the car fixed as well.
2202540	2204540	That might be faster, but you had to pay the deductible.
2204540	2207540	And then they have to fight to get your deductible back.
2207540	2208540	Okay.
2208540	2209540	Okay.
2209540	2210540	So do you want us to do that, then?
2210540	2216540	To open a claim under your dad's insurance so that you can get your car fixed faster?
2216540	2217540	Um.
2217540	2243540	So basically, they own the vehicles of all state steps and they would just take off the 500 and pay them the remaining dollars, right?
2243540	2248540	If it's total, they would look at the blue book value and then pay them the blue book value of the car,
2248540	2249540	unless there's some kind of upgrade.
2249540	2251540	Like, I just fixed the transmission.
2251540	2253540	I put $2,000 and there's a receipt for it.
2253540	2257540	Or I upgraded the subwoofer and here's a receipt for the subwoofer or whatever.
2257540	2258540	Okay.
2258540	2262540	So then they'd look at the blue book value and they just give you the blue book value of the car.
2262540	2268540	So basically, it says that if you want to wait, you can wait.
2268540	2276540	But if you want to buy another vehicle or something, you can return it to the car.
2276540	2278540	Like if I gave you a car.
2278540	2280540	Do you have full coverage for the car?
2280540	2281540	No, no.
2281540	2282540	No, no.
2282540	2283540	No, nothing.
2283540	2284540	No, nothing.
2284540	2285540	No, nothing.
2285540	2286540	Okay.
2286540	2288540	This is like a building on that vehicle.
2289540	2291540	So there's no way to get the car to go.
2291540	2297540	So the other vehicle has a corn vehicle, so there are other vehicles.
2297540	2302540	So the other vehicles on that has full coverage.
2302540	2305540	So that car is basically just a vehicle.
2305540	2308540	Yeah, you had to wait for State Farm.
2308540	2313540	Yeah, no car until State Farm says, yeah, we did it and it could be months.
2313540	2316540	That's why you get that coverage.
2316540	2317540	You know what I mean?
2317540	2321540	Otherwise, because some people don't, because like my mom's car is like 2 grand.
2321540	2322540	Go ahead and crash and do it.
2322540	2323540	I'll buy a new car.
2323540	2324540	You know what I mean?
2324540	2327540	I'm not going to go pay extra amount of money to go and show a crappy car.
2327540	2331540	So that's why people put the liability on there, but then they had to go buy their own car after a while.
2331540	2332540	Yeah.
2332540	2333540	Okay.
2335540	2337540	It's only good if it's a nicer car.
2337540	2339540	You know what I mean?
2339540	2344540	If it's like a cheap dumpers that you're like, I just drive around just to put it around the neck.
2344540	2347540	I believe it's fine.
2347540	2350540	But we still need to see your declaration page.
2350540	2351540	Your insurance declaration page.
2351540	2354540	So when you get it from your dad, it's on here too.
2354540	2357540	Okay.
2357540	2362540	So yeah, you're not going to get a rental or anything until all State decides on it.
2362540	2368540	It could be months.
2368540	2369540	Don't file bankruptcy.
2369540	2370540	It's not a good idea.
2370540	2373540	You're going to take your money.
2373540	2376540	You're going to file bankruptcy until you get your money, spend it, and then file.
2376540	2377540	Okay.
2377540	2382540	So we talked about this briefly earlier, but I need you to go to the...
2382540	2387540	When you go to the doctor, you're going to go to two different doctors, a chiropractor, and a regular doctor.
2387540	2388540	They're different doctors.
2388540	2393540	Kind of like if you're going for eye doctor or your foot doctor, they're not the same kind of doctors.
2393540	2396540	The one that's the most important is the one that you're going to tomorrow.
2396540	2397540	It's okay.
2397540	2398540	The medical doctor.
2398540	2399540	Yes.
2399540	2400540	One second.
